customer_id,age,monthly_income,avg_account_balance,transactions_per_month,credit_card_spend,loan_status,days_since_last_txn
C04380,57,36105,929253,13,311263,Home Loan,118
C04381,26,159011,1086640,63,82888,Personal Loan,164
C04382,64,99472,1980901,42,323748,Car Loan,144
C04383,38,193101,1693120,54,16820,Home Loan,61
C04384,50,166935,889729,67,76502,Car Loan,168
C04385,42,98097,1812523,56,374415,Personal Loan,75
C04386,53,161519,1263303,19,67345,No Loan,169
C04387,50,116160,1978744,46,170386,No Loan,30
C04388,37,66940,165353,15,303019,Personal Loan,32
C04389,63,105001,1835927,32,333185,Home Loan,42
C04390,52,170714,1290463,49,489401,No Loan,92
C04391,62,27928,430037,21,70793,No Loan,37
C04392,34,68002,764129,65,473803,No Loan,40
C04393,30,104853,947151,70,267053,Home Loan,117
C04394,56,134614,1647782,27,92881,No Loan,167
C04395,54,137517,1266633,23,14866,Personal Loan,157
C04396,29,176089,481015,47,173861,No Loan,174
C04397,62,99064,881611,12,352548,No Loan,21
C04398,48,139694,342088,66,259546,Car Loan,95
C04399,31,164385,1142718,5,244734,No Loan,126
C04400,34,152631,32603,9,487279,No Loan,170
C04401,59,70893,1886466,20,328141,No Loan,60
C04402,39,35167,75605,63,290604,No Loan,73
C04403,35,58598,1335343,72,48500,Personal Loan,31
C04404,48,158595,573728,73,199841,No Loan,131
C04405,44,69777,1922435,71,256043,Personal Loan,44
C04406,28,179511,1978784,30,274272,No Loan,71
C04407,63,136378,360970,16,5202,Home Loan,19
C04408,29,101060,294604,5,363387,Home Loan,64
C04409,53,33285,219117,29,260731,Car Loan,88
C04410,53,162045,1791741,47,490010,Car Loan,153
C04411,39,142970,1520303,22,196399,No Loan,22
C04412,23,42694,1163949,78,179037,No Loan,39
C04413,30,186846,1977645,57,424454,Personal Loan,129
C04414,60,155374,1320590,35,79258,No Loan,153
C04415,62,173463,1072485,60,130388,No Loan,77
C04416,21,24611,1324837,70,111302,No Loan,43
C04417,49,29372,254975,60,390767,No Loan,158
C04418,54,175384,1907482,58,180312,Personal Loan,153
C04419,33,165152,623214,3,83583,No Loan,112
C04420,21,100618,442538,34,462053,No Loan,82
C04421,54,132945,132463,45,185361,Personal Loan,116
C04422,49,128397,1155112,50,425760,No Loan,4
C04423,33,116213,811560,2,60064,Car Loan,120
C04424,49,40874,1305557,15,97119,No Loan,69
C04425,59,152669,1544109,37,224121,Personal Loan,34
C04426,44,31600,1384721,15,474392,No Loan,15
C04427,46,154819,791872,60,22413,No Loan,158
C04428,37,99415,185685,64,344485,No Loan,13
C04429,27,175887,1701355,52,478885,No Loan,24
C04430,33,114348,1982743,23,179971,Home Loan,78
C04431,25,125736,1550851,37,86891,Personal Loan,100
C04432,46,44714,1204195,41,481981,No Loan,104
C04433,23,169962,1659526,57,201041,No Loan,145
C04434,27,155797,765416,25,33033,No Loan,177
C04435,59,194277,1053581,37,363298,No Loan,19
C04436,21,171756,1287728,40,1378,No Loan,55
C04437,37,131573,1322758,46,399719,Car Loan,129
C04438,63,33092,1846422,60,105461,No Loan,153
C04439,45,115918,1534451,19,173846,Personal Loan,22
C04440,23,190842,1909514,9,190680,Personal Loan,31
C04441,35,45457,868018,69,119104,Home Loan,140
C04442,49,91667,1449398,5,295761,No Loan,12
C04443,63,110751,807914,26,135886,Home Loan,144
C04444,52,82894,759189,19,388760,Home Loan,26
C04445,46,81305,1256521,30,189407,No Loan,144
C04446,36,163684,1611812,48,249524,No Loan,165
C04447,45,188161,1405707,16,285907,Car Loan,13
C04448,48,72137,227873,71,141072,Home Loan,141
C04449,29,20559,227322,18,474040,No Loan,139
C04450,21,86249,25875,56,396490,Personal Loan,68
C04451,49,57361,1328777,21,180940,No Loan,67
C04452,42,100720,37400,31,316376,No Loan,54
C04453,36,35261,469674,1,145299,No Loan,28
C04454,61,40372,73607,3,148351,No Loan,88
C04455,64,75355,1927569,25,205976,Personal Loan,44
C04456,61,118560,1343223,8,372393,Home Loan,131
C04457,27,183616,1470557,65,196012,Home Loan,143
C04458,34,20037,1154672,62,173808,No Loan,65
C04459,49,194104,1041970,7,489758,Home Loan,22
C04460,39,61420,1624476,7,355060,No Loan,67
C04461,39,117243,889750,8,486720,No Loan,147
C04462,22,149380,1315114,19,402867,Car Loan,144
C04463,61,54600,89335,17,210511,No Loan,179
C04464,35,199357,368133,11,346607,No Loan,5
C04465,23,109520,622300,49,7771,No Loan,81
C04466,31,25167,86748,11,341140,No Loan,122
C04467,50,20432,1980508,41,332317,Home Loan,166
C04468,60,89687,691779,62,302978,Car Loan,104
C04469,38,91947,1118771,52,396769,Home Loan,33
C04470,22,116324,734055,66,165189,Home Loan,53
C04471,52,70903,1667710,68,101290,Personal Loan,81
C04472,28,85792,631692,75,482332,Home Loan,93
C04473,42,53439,306286,67,208130,No Loan,64
C04474,26,184329,790608,40,193209,Car Loan,86
C04475,32,195746,1125116,5,391072,No Loan,28
C04476,60,71248,1747225,22,34890,Car Loan,40
C04477,56,196443,1392668,37,93740,No Loan,104
C04478,35,188369,1898959,11,341572,Personal Loan,62
C04479,48,54743,1065331,44,8689,Personal Loan,159
C04480,38,99803,1830779,53,28063,Car Loan,65
C04481,22,95117,1433705,77,319342,Home Loan,111
C04482,33,42076,1662417,61,210670,No Loan,99
C04483,35,107483,139962,67,1363,Personal Loan,172
C04484,40,154035,1934384,13,147763,No Loan,144
C04485,49,139217,261760,11,133823,No Loan,170
C04486,62,164938,1070751,11,385907,No Loan,65
C04487,49,124504,857119,7,7782,No Loan,67
C04488,23,183377,876415,17,345328,No Loan,33
C04489,39,125649,486503,48,143612,Car Loan,0
C04490,23,146244,755071,14,308135,Car Loan,150
C04491,34,52813,1733224,63,333019,No Loan,133
C04492,60,86729,51629,64,223628,No Loan,15
C04493,24,24512,1694643,75,420825,No Loan,1
C04494,31,173738,1232448,77,318799,No Loan,115
C04495,51,167702,697727,65,202456,No Loan,75
C04496,63,137907,1524546,34,63177,No Loan,26
C04497,52,151708,1384233,9,58396,Personal Loan,18
C04498,47,154847,1660626,77,279021,Personal Loan,27
C04499,50,84591,1213670,37,390078,No Loan,34
C04500,63,31351,1778265,30,18405,No Loan,114
C04501,22,135400,981918,41,116435,Personal Loan,67
C04502,29,140533,1972739,45,310773,Home Loan,48
C04503,48,123627,1111517,47,46233,No Loan,6
C04504,51,148381,1359193,7,283615,No Loan,36
C04505,54,115707,715958,14,265446,No Loan,114
C04506,35,101678,1069616,48,211045,No Loan,152
C04507,45,93309,1123382,6,375610,No Loan,114
C04508,56,30778,1722222,34,342192,No Loan,40
C04509,28,163573,205211,46,97972,No Loan,80
C04510,29,132713,641364,59,416727,No Loan,61
C04511,57,153180,60916,70,398238,Personal Loan,168
C04512,59,56382,677960,8,305383,No Loan,141
C04513,52,95787,400507,24,202763,Personal Loan,1
C04514,37,43341,1459915,67,390329,No Loan,87
C04515,55,165439,795243,4,228088,No Loan,47
C04516,57,139967,560564,1,123811,Home Loan,178
C04517,39,151066,190217,34,383241,Personal Loan,54
C04518,64,163074,872481,9,59269,No Loan,11
C04519,49,105820,206750,63,103558,Personal Loan,0
C04520,27,79949,1273430,76,90868,Personal Loan,102
C04521,48,166772,751403,10,451614,No Loan,33
C04522,29,82543,949218,10,257882,No Loan,111
C04523,48,180390,716045,50,324039,Home Loan,45
C04524,26,47610,1721130,44,332034,No Loan,146
C04525,49,85226,1388782,48,97383,No Loan,155
C04526,37,65167,1204010,6,297428,No Loan,98
C04527,36,179011,1894507,24,441856,Home Loan,167
C04528,43,87381,575569,58,337836,Car Loan,56
C04529,51,66710,985317,64,415669,Home Loan,50
C04530,23,36766,836284,56,229297,Home Loan,21
C04531,41,122416,791408,12,89294,Car Loan,67
C04532,46,32780,1831557,35,205446,Personal Loan,135
C04533,56,68458,509869,71,431192,Home Loan,59
C04534,62,76221,1756772,6,245954,Car Loan,64
C04535,57,21509,1582459,65,406941,No Loan,35
C04536,42,109493,625218,60,468089,Personal Loan,28
C04537,62,185418,1200050,68,469453,Personal Loan,55
C04538,32,136850,1048302,29,226419,Car Loan,81
C04539,62,197946,266745,38,174115,Home Loan,131
C04540,33,177220,1774219,22,497730,Home Loan,177
C04541,31,51533,1408396,8,94852,Car Loan,166
C04542,36,128144,1010635,63,77080,No Loan,162
C04543,28,142402,1751659,13,196062,No Loan,152
C04544,60,98467,1235970,27,480266,No Loan,43
C04545,60,21359,1755700,18,81863,No Loan,174
C04546,22,139119,1471703,18,440025,No Loan,167
C04547,50,40344,751648,77,16705,No Loan,30
C04548,50,138499,1859413,62,63131,No Loan,80
C04549,32,89778,1111698,14,338159,Car Loan,73
C04550,30,40601,1012260,11,324600,No Loan,170
C04551,64,170188,759849,17,339003,Home Loan,123
C04552,31,121013,1286237,51,209545,Car Loan,15
C04553,35,50782,1706773,14,154161,No Loan,67
C04554,36,131095,270591,57,329382,No Loan,118
C04555,37,117123,189215,6,338084,Home Loan,68
C04556,46,64458,1064238,57,361278,Personal Loan,41
C04557,22,144225,1509793,4,336060,No Loan,109
C04558,32,159152,1636146,11,218598,No Loan,40
C04559,46,185029,403115,74,323540,No Loan,49
C04560,43,164980,820014,11,491611,No Loan,5
C04561,38,116188,1645335,79,3877,No Loan,74
C04562,52,141292,1701377,8,370551,No Loan,16
C04563,58,110570,1226861,59,84256,Personal Loan,104
C04564,23,143791,1685442,21,204284,Car Loan,66
C04565,58,198554,1915879,65,31818,Personal Loan,143
C04566,23,145291,1661069,24,230956,Car Loan,179
C04567,50,118375,865513,30,48555,Home Loan,99
C04568,21,58314,897215,57,304512,Personal Loan,89
C04569,50,128880,239631,73,441396,No Loan,161
C04570,52,120326,88805,17,385198,No Loan,80
C04571,48,166903,1178274,59,351810,Home Loan,114
C04572,41,141026,173902,31,360921,Car Loan,19
C04573,33,171197,929570,64,372072,No Loan,79
C04574,47,82451,1064288,48,49421,No Loan,55
C04575,56,65708,1397247,23,26620,Home Loan,178
C04576,27,37682,920885,70,383382,No Loan,52
C04577,42,122406,1704752,30,322683,No Loan,48
C04578,30,186866,1810262,55,17077,Home Loan,3
C04579,59,79372,523680,7,405879,No Loan,17
C04580,35,59477,201437,75,83335,Personal Loan,35
C04581,35,189809,1665049,12,47285,Car Loan,116
C04582,24,153692,366995,60,444451,No Loan,34
C04583,52,186129,1477598,52,148691,No Loan,29
C04584,43,191210,1590074,27,69503,No Loan,117
C04585,26,73024,41972,12,386995,No Loan,62
C04586,44,160749,766254,13,57477,Home Loan,81
C04587,40,195183,301280,72,27488,No Loan,148
C04588,57,175146,442513,62,78747,No Loan,179
C04589,40,37824,1956453,29,21169,No Loan,68
C04590,32,151837,807377,35,292517,No Loan,124
C04591,53,196511,755561,60,32669,No Loan,168
C04592,48,117151,1394900,29,55277,Personal Loan,53
C04593,28,68926,1386173,31,465386,No Loan,86
C04594,21,187932,876836,77,55120,No Loan,157
C04595,57,32975,935728,76,328520,No Loan,55
C04596,42,94877,1056628,61,54235,Car Loan,78
C04597,26,97870,294416,2,427445,No Loan,168
C04598,41,101371,1356870,33,348998,Personal Loan,141
C04599,52,177620,756564,72,15405,Personal Loan,148
C04600,55,120970,153388,62,113307,Personal Loan,119
C04601,35,118066,1500181,59,363920,No Loan,24
C04602,25,189808,1716176,40,146919,Car Loan,177
C04603,26,81562,888527,49,23547,Personal Loan,108
C04604,45,60409,1384494,32,6575,Home Loan,94
C04605,60,29834,834607,38,357803,No Loan,52
C04606,49,122192,398781,79,135915,Personal Loan,47
C04607,27,20840,1009802,13,224059,Home Loan,69
C04608,60,51568,993598,54,400955,No Loan,175
C04609,33,30846,1069951,76,276996,No Loan,131
C04610,58,156971,554998,13,313805,Personal Loan,151
C04611,38,106038,1758831,39,140229,No Loan,158
C04612,22,189845,783912,23,87942,Personal Loan,82
C04613,28,149789,999143,14,378870,No Loan,156
C04614,31,127460,675534,17,243892,No Loan,132
C04615,53,94723,1422746,24,372880,Personal Loan,81
C04616,58,124194,485545,58,247610,No Loan,103
C04617,47,131417,32597,63,72968,Car Loan,74
C04618,40,155383,1390009,34,254686,Home Loan,88
C04619,32,76888,436613,51,280981,Personal Loan,63
C04620,63,61616,955573,10,80684,Home Loan,34
C04621,51,26083,1139263,72,117704,Home Loan,11
C04622,47,163670,123968,21,76730,No Loan,174
C04623,52,102476,1618138,37,491343,Home Loan,89
C04624,30,112416,1521029,7,145891,No Loan,54
C04625,23,22580,208570,13,465377,No Loan,111
C04626,47,142834,1484989,30,269548,Personal Loan,68
C04627,55,132148,1626498,31,261644,Personal Loan,90
C04628,51,62321,821473,5,14674,No Loan,37
C04629,35,29386,929752,32,469259,No Loan,28
C04630,36,73171,352509,16,85923,Personal Loan,11
C04631,33,170594,924707,73,411913,No Loan,146
C04632,55,165707,843418,22,496143,Home Loan,136
C04633,31,151743,1865378,64,478299,Personal Loan,81
C04634,41,53545,302391,44,191735,No Loan,156
C04635,31,46855,1964411,40,416786,No Loan,2
C04636,50,55790,1435264,37,367463,Personal Loan,86
C04637,55,71012,211994,78,28037,No Loan,157
C04638,42,137827,785768,16,488835,No Loan,87
C04639,58,34260,1447226,43,375709,No Loan,52
C04640,51,21074,1640846,63,106086,No Loan,100
C04641,34,193748,1905188,15,37982,No Loan,3
C04642,44,160547,637822,44,385453,No Loan,56
C04643,52,166192,694834,9,367386,Home Loan,27
C04644,56,174219,1340364,65,461740,Personal Loan,15
C04645,52,21986,567781,44,267300,Home Loan,12
C04646,35,183502,350968,20,38280,No Loan,52
C04647,63,75479,519922,70,75324,No Loan,47
C04648,55,150833,926463,74,60706,Personal Loan,24
C04649,23,22176,838721,33,210793,Personal Loan,65
C04650,36,104258,1982223,6,215342,Personal Loan,157
C04651,25,135188,437809,31,141043,Personal Loan,103
C04652,41,104153,437331,66,446356,Personal Loan,2
C04653,30,178187,771505,18,43408,No Loan,150
C04654,39,97442,1731476,28,183094,Personal Loan,156
C04655,45,60002,302625,68,137559,Personal Loan,168
C04656,24,77124,231577,65,248670,Car Loan,93
C04657,49,157682,1654961,45,20997,Personal Loan,10
C04658,39,69752,814010,58,308600,Personal Loan,20
C04659,63,98947,935291,47,393009,No Loan,126
C04660,22,138972,1387768,66,340132,Home Loan,90
C04661,30,94716,519771,52,80908,Car Loan,151
C04662,63,199065,188951,36,452632,Home Loan,94
C04663,45,30073,146668,1,437983,Personal Loan,93
C04664,40,57251,1507461,39,210042,No Loan,128
C04665,39,116496,418146,75,340096,Personal Loan,111
C04666,43,58897,184022,1,346928,Personal Loan,33
C04667,44,71616,887169,75,421410,Home Loan,79
C04668,31,24482,1334407,74,164857,No Loan,82
C04669,54,127990,451049,14,234066,Personal Loan,28
C04670,48,190646,1176116,78,58676,No Loan,130
C04671,25,63284,696349,71,8373,Home Loan,10
C04672,25,92932,821615,23,161355,No Loan,135
C04673,41,27338,1336478,43,186983,Personal Loan,61
C04674,32,193790,1710018,22,94951,No Loan,102
C04675,24,163572,767301,60,288558,No Loan,32
C04676,62,162617,625656,27,407594,Personal Loan,135
C04677,40,81480,1623755,56,379283,No Loan,152
C04678,58,156313,51901,2,83872,Personal Loan,87
C04679,45,173893,1530304,39,135772,Car Loan,153
C04680,34,24695,371056,51,457359,Car Loan,153
C04681,31,34318,600350,19,194301,No Loan,16
C04682,52,70934,494838,62,144973,Home Loan,90
C04683,31,173403,1730499,71,352518,No Loan,156
C04684,38,141282,1912016,76,415813,Car Loan,42
C04685,47,111891,400991,67,164500,Home Loan,72
C04686,38,88754,1986908,63,498901,No Loan,4
C04687,43,105677,1557104,5,166759,No Loan,177
C04688,31,122320,1572725,72,291637,No Loan,55
C04689,41,153909,809406,78,125074,Home Loan,56
C04690,64,145261,1731324,61,51224,No Loan,172
C04691,25,125338,609879,71,293996,Personal Loan,164
C04692,43,60077,1306566,7,273076,Personal Loan,71
C04693,61,99915,285759,50,260346,Car Loan,78
C04694,45,155311,960390,46,350689,Car Loan,35
C04695,61,49669,27838,72,457418,No Loan,160
C04696,30,68624,1356448,76,295727,Personal Loan,133
C04697,42,95147,1694113,74,250537,Home Loan,114
C04698,39,155222,607288,14,178350,Home Loan,70
C04699,21,162181,1368518,73,486746,No Loan,172
C04700,27,177088,1028404,69,292009,No Loan,91
C04701,24,163008,470992,65,143361,No Loan,134
C04702,21,162108,1990702,65,487045,No Loan,104
C04703,35,190308,149608,57,332414,No Loan,64
C04704,60,165093,141772,62,85549,No Loan,23
C04705,32,56943,699199,20,428737,Personal Loan,44
C04706,42,133694,801680,75,399721,No Loan,146
C04707,42,174316,1098867,26,130768,Personal Loan,116
C04708,37,143351,1922637,44,44327,No Loan,159
C04709,49,58985,220963,67,113209,Home Loan,29
C04710,34,152574,1179188,70,196591,Car Loan,64
C04711,40,73836,1595041,62,463437,Personal Loan,159
C04712,53,119714,1466275,45,377033,Home Loan,147
C04713,63,23770,48815,11,18409,No Loan,84
C04714,35,62865,829965,72,150589,Home Loan,82
C04715,32,73811,1840034,74,306677,No Loan,113
C04716,60,24001,109997,34,423691,No Loan,95
C04717,40,80848,1114187,46,495741,No Loan,157
C04718,50,72635,616530,32,15327,Personal Loan,86
C04719,58,40946,422876,75,55344,No Loan,66
C04720,23,115852,715463,5,265815,Personal Loan,30
C04721,48,111103,372057,63,201549,No Loan,65
C04722,46,63744,47082,29,91908,Home Loan,53
C04723,50,137729,152330,48,209074,Personal Loan,9
C04724,33,190231,632901,16,50756,No Loan,165
C04725,33,43671,889747,25,477038,No Loan,82
C04726,22,167522,881122,72,176031,Home Loan,158
C04727,57,165980,100220,29,463340,No Loan,28
C04728,58,195430,1593253,52,159152,No Loan,152
C04729,22,186590,96860,46,286688,Personal Loan,31
C04730,56,77813,688045,25,76347,No Loan,16
C04731,46,116748,1506012,23,18733,No Loan,114
C04732,31,157878,949699,34,447427,No Loan,44
C04733,28,124733,26797,67,433912,No Loan,48
C04734,64,191963,1951983,34,48093,No Loan,86
C04735,60,146865,888601,32,367568,No Loan,145
C04736,63,103551,1823803,29,178114,No Loan,74
C04737,42,149335,595620,9,184588,No Loan,122
C04738,40,59220,765943,66,95595,Car Loan,123
C04739,28,37158,1278573,57,37487,Personal Loan,51
C04740,49,100992,461123,39,383075,Home Loan,147
C04741,60,178660,1453980,7,40849,No Loan,140
C04742,46,82576,290840,69,407766,No Loan,87
C04743,50,108027,1055600,8,245730,Home Loan,170
C04744,37,175260,434201,18,76400,Personal Loan,83
C04745,40,78830,666944,49,129120,No Loan,105
C04746,36,155091,1406718,16,90930,No Loan,91
C04747,63,32419,163116,21,477813,No Loan,98
C04748,27,53697,786627,10,311843,Home Loan,20
C04749,36,104932,272429,4,471376,No Loan,5
C04750,47,139712,461331,44,352614,Personal Loan,52
C04751,43,115428,798802,8,199969,Personal Loan,86
C04752,44,159045,22903,55,406923,Car Loan,179
C04753,29,106649,692859,19,395140,Home Loan,85
C04754,55,142649,1937912,64,357167,No Loan,136
C04755,40,31136,814427,40,471399,Personal Loan,95
C04756,57,104739,372304,51,490486,Home Loan,173
C04757,62,82502,433416,9,291162,Personal Loan,112
C04758,37,182357,1666241,30,480379,Home Loan,70
C04759,51,43039,1255050,56,283175,Car Loan,157
C04760,28,86720,411782,44,196236,No Loan,42
C04761,35,143168,1877830,59,367129,No Loan,165
C04762,51,108263,374556,15,330381,Home Loan,33
C04763,50,79155,842654,68,243551,No Loan,45
C04764,40,36911,1934096,70,370570,No Loan,31
C04765,59,20916,498301,61,442789,No Loan,143
C04766,32,79052,1406170,23,16719,Home Loan,166
C04767,37,37790,448884,77,271862,No Loan,0
C04768,62,156278,638654,47,56,Personal Loan,19
C04769,50,141937,1425798,17,243349,No Loan,169
C04770,49,105053,593141,57,146424,No Loan,71
C04771,39,69950,190715,54,383887,No Loan,161
C04772,31,136211,915226,52,309964,No Loan,177
C04773,54,76361,158405,22,330827,Home Loan,10
C04774,27,81451,1462750,39,331217,Home Loan,106
C04775,64,57696,1630306,13,219420,Home Loan,42
C04776,54,122395,419170,78,262865,No Loan,9
C04777,40,144121,1284331,66,475521,No Loan,7
C04778,58,66728,538963,52,445185,No Loan,18
C04779,44,75401,1143166,14,40194,No Loan,54
C04780,30,45103,1424290,73,177628,No Loan,179
C04781,52,185335,298805,74,439991,Personal Loan,2
C04782,35,70044,1642153,63,240455,No Loan,52
C04783,57,77730,22184,71,79882,No Loan,43
C04784,40,45825,839395,28,433099,Car Loan,95
C04785,23,57271,686182,46,404127,No Loan,47
C04786,57,97256,460519,28,196867,Car Loan,53
C04787,60,197804,212537,2,151944,Car Loan,143
C04788,28,86433,796699,17,205399,No Loan,157
C04789,60,121999,188719,59,73072,No Loan,91
C04790,64,43572,1050218,52,123919,Home Loan,155
C04791,43,58546,1902822,4,348112,No Loan,143
C04792,60,166222,827457,77,229358,No Loan,50
C04793,31,74165,126246,3,369395,Home Loan,160
C04794,28,83690,344749,37,44537,No Loan,152
C04795,49,56948,661341,24,478293,No Loan,17
C04796,50,188102,834868,72,109254,Personal Loan,125
C04797,30,47007,678832,35,410076,Personal Loan,153
C04798,59,120819,155408,2,464035,No Loan,5
C04799,48,111207,1734523,33,423959,No Loan,165
C04800,56,96772,868624,76,435775,No Loan,171
C04801,33,42024,1042004,77,231735,No Loan,170
C04802,52,190456,1291015,10,72941,Home Loan,133
C04803,56,102912,1960599,62,489933,Personal Loan,77
C04804,57,169229,351655,43,163277,Personal Loan,81
C04805,46,105481,538953,69,221016,No Loan,79
C04806,42,108553,687457,59,17645,No Loan,87
C04807,24,152828,882709,9,112661,No Loan,12
C04808,51,122488,1630338,77,465075,No Loan,64
C04809,38,116741,1780909,60,333617,No Loan,165
C04810,58,98210,423401,63,312878,No Loan,63
C04811,44,194166,1129487,52,161503,No Loan,13
C04812,43,155607,1146219,23,389849,Home Loan,144
C04813,42,67367,821916,30,60914,Home Loan,120
C04814,22,168190,264383,43,17882,Personal Loan,76
C04815,51,79884,368309,68,353004,No Loan,12
C04816,31,164352,181682,21,209611,Home Loan,72
C04817,48,165818,1759743,43,436562,Car Loan,133
C04818,52,122572,817267,73,221714,No Loan,5
C04819,25,73251,1804215,7,144051,Personal Loan,120
C04820,58,104821,101453,16,100513,Home Loan,93
C04821,30,103583,583078,23,380895,No Loan,164
C04822,60,30207,737320,58,44828,No Loan,56
C04823,44,47757,1849651,31,138300,No Loan,52
C04824,55,167298,342990,69,205908,No Loan,45
C04825,64,178278,1465743,6,120354,No Loan,77
C04826,43,171328,490320,65,336361,Car Loan,131
C04827,37,53822,413449,59,106500,Personal Loan,33
C04828,21,61340,542488,28,335947,No Loan,41
C04829,51,63351,581563,18,70908,Personal Loan,77
C04830,51,126311,474284,77,301062,Personal Loan,63
C04831,62,199743,1929009,10,404136,No Loan,144
C04832,62,95320,1730227,7,245377,No Loan,117
C04833,54,122565,1358168,37,475608,Car Loan,29
C04834,29,186229,953084,45,27785,Personal Loan,170
C04835,42,39937,620973,16,255333,No Loan,92
C04836,33,197779,1468138,14,344901,No Loan,6
C04837,45,31219,1850627,11,418394,No Loan,173
C04838,38,29399,1683318,34,361634,No Loan,22
C04839,32,146733,1579630,60,71997,No Loan,35
C04840,60,178729,1843557,13,214473,Personal Loan,141
C04841,37,40047,1727629,39,261372,No Loan,147
C04842,35,105693,460235,44,371912,No Loan,115
C04843,62,120931,1544250,28,276196,No Loan,80
C04844,35,195963,1834220,40,226978,No Loan,159
C04845,35,157852,1947946,16,203940,Home Loan,24
C04846,59,47050,1967681,50,311527,No Loan,114
C04847,33,93551,498496,28,393543,Personal Loan,93
C04848,37,88666,1888336,68,350445,No Loan,48
C04849,52,102016,1524493,60,70775,No Loan,26
C04850,29,133135,1273748,12,246709,Home Loan,154
C04851,60,73010,1078877,16,75614,No Loan,173
C04852,40,58165,1622627,53,138110,Personal Loan,94
C04853,46,31528,1205413,54,270192,No Loan,172
C04854,47,140840,836219,49,225279,Personal Loan,153
C04855,41,156986,1960683,36,277098,Home Loan,13
C04856,38,57136,1061001,62,231673,Personal Loan,121
C04857,33,162251,280001,26,259407,Personal Loan,47
C04858,36,106008,1237419,56,247067,Home Loan,127
C04859,29,32076,1408719,22,450757,Car Loan,84
C04860,32,143911,1469236,73,438687,No Loan,91
C04861,64,175855,788849,69,199387,Personal Loan,14
C04862,58,136625,1619321,49,374154,No Loan,50
C04863,39,197788,500496,2,275369,No Loan,53
C04864,27,70298,740101,53,105622,No Loan,138
C04865,55,74304,398920,7,491293,Home Loan,107
C04866,38,99360,534740,77,478472,No Loan,74
C04867,36,89835,116153,20,406747,Personal Loan,27
C04868,59,132424,1878870,30,201943,No Loan,153
C04869,24,159190,197543,75,271674,No Loan,127
C04870,45,76911,991721,67,452251,Car Loan,69
C04871,52,123088,1532850,59,24791,No Loan,159
C04872,60,35185,1334020,66,105806,No Loan,175
C04873,33,192864,1980646,3,253286,No Loan,95
C04874,37,70613,405717,56,132721,Personal Loan,139
C04875,57,184999,1055421,79,406688,No Loan,102
C04876,26,20386,1172918,17,461614,No Loan,161
C04877,39,50020,830613,52,90721,Personal Loan,86
C04878,33,62678,455479,7,27134,No Loan,104
C04879,46,81394,766654,5,197525,Home Loan,108
C04880,34,135377,1816868,54,405660,No Loan,80
C04881,51,141716,1001270,61,172193,No Loan,44
C04882,24,75918,1771974,16,217129,Personal Loan,111
C04883,59,135640,253850,67,253107,Home Loan,59
C04884,28,180527,1792226,59,391470,Home Loan,70
C04885,45,124446,1301264,47,38217,Personal Loan,12
C04886,33,189807,563692,48,415282,No Loan,77
C04887,52,114702,1600428,64,131067,No Loan,175
C04888,58,125509,1675762,50,199419,No Loan,124
C04889,58,113608,979939,41,36189,Home Loan,176
C04890,48,134310,285371,72,118903,Home Loan,97
C04891,50,163181,1012800,22,468042,Car Loan,90
C04892,23,65802,1574495,54,194549,No Loan,88
C04893,48,54622,1148835,5,166561,No Loan,98
C04894,23,129935,1178027,17,289428,Personal Loan,72
C04895,54,137919,445691,78,24698,Personal Loan,69
C04896,36,153669,1070791,41,436876,Personal Loan,153
C04897,42,191669,135577,35,281781,Home Loan,38
C04898,52,192026,1836256,40,179096,No Loan,26
C04899,58,89519,76074,22,322549,No Loan,39
C04900,28,194223,944203,48,323449,No Loan,122
C04901,28,168112,637909,53,295700,No Loan,30
C04902,26,64772,934958,10,82176,No Loan,130
C04903,34,142431,1757153,18,200633,No Loan,14
C04904,52,116090,111759,49,382788,No Loan,69
C04905,55,178988,1182047,71,97012,Personal Loan,10
C04906,30,64871,1861719,30,203349,Home Loan,29
C04907,23,46372,1461851,19,3654,Home Loan,34
C04908,32,59080,1626262,55,302572,No Loan,111
C04909,51,126242,1841294,60,494771,No Loan,42
C04910,49,62722,1218945,72,129814,No Loan,167
C04911,25,49048,637592,21,431252,Car Loan,92
C04912,45,105205,1158535,26,175621,No Loan,169
C04913,61,160849,1292893,28,357523,No Loan,169
C04914,51,74711,1735421,39,65355,Home Loan,118
C04915,41,187403,1375687,33,193191,No Loan,2
C04916,40,40968,1937811,40,482312,Home Loan,89
C04917,59,31292,1183321,29,46257,No Loan,77
C04918,42,191866,59583,20,113435,No Loan,82
C04919,24,99459,1701941,20,105866,No Loan,84
C04920,33,70192,449846,74,409203,Home Loan,123
C04921,62,178775,1164935,12,254559,Home Loan,148
C04922,40,104193,1604950,25,414026,Personal Loan,76
C04923,33,89165,676844,25,282455,No Loan,104
C04924,37,87650,728983,4,112695,No Loan,52
C04925,56,149858,633420,4,316622,Car Loan,43
C04926,53,121398,1568905,9,165992,Personal Loan,45
C04927,21,117885,1112839,15,8738,Home Loan,36
C04928,35,173329,1727611,26,335568,No Loan,37
C04929,33,120588,1960163,79,324376,No Loan,108
C04930,37,123356,1114240,71,370544,No Loan,108
C04931,44,103509,422896,32,267618,Personal Loan,87
C04932,28,71672,1988157,76,59026,Home Loan,165
C04933,47,42113,911906,52,66024,No Loan,10
